BIB,Last Name,First Name,Country,D Score,E Score,Penalty,Bonus,Final Score
233,REINHARDSSON,Valgard,ISL,3.3,7.833,,,11.133
222,AKBAR,Agung,INA,4.3,6.833,,,11.133
338,DYSHUK,Ihor,UKR,6,5.133,,,11.133
125,MIGGITSCH,Martin,AUT,3.4,7.7,,,11.1
267,AIMY,Muhammad Sharul,MAS,3.9,7.166,,,11.066
271,GOMEZ,Rodrigo,MEX,4.8,6.266,,,11.066
152,ARMIJO,Josue,CHI,3.2,7.833,,,11.033
139,SOUZA,Caio,BRA,3.7,7.3,,,11
231,DAVIDSSON,Agust Ingi,ISL,3.3,7.666,,,10.966
217,KISS,Balazs,HUN,4.7,6.266,,,10.966
335,KILICER,Mert Efe,TUR,4.6,6.333,,,10.933
286,SPONEVIK,Sebastian,NOR,4.3,6.566,,,10.866
268,NG,Chun Chen,MAS,4.8,5.966,,,10.766
289,FU-ALLEN,William,NZL,4.1,6.633,,,10.733
127,VETTER,Gino,AUT,4.5,6.2,,,10.7
352,TREJO BASALO,Adickxon Gabriel,VEN,4.7,6,,,10.7
128,AHMADZADA,Rasul,AZE,5.3,5.366,,,10.666
171,UDE,Filip,CRO,4.4,6.166,,,10.566
177,BAGO,Daniel,CZE,3.5,7.033,,,10.533
113,HAMADOUCHE,Houssem Eddine,ALG,3.9,6.6,,,10.5
153,FLORES,Luciano,CHI,3.4,7.066,,,10.466
169,SAMBOLEC,Marko,CRO,5.5,4.933,,,10.433
106,TSIASELSKI,Aleh,AIN,5.2,5.166,,,10.366
154,LETELIER,Luciano,CHI,4,6.3,,,10.3
242,MCCLYMONT,Matthew,JAM,3.5,6.6,,,10.1
146,DOLCI,Felix,CAN,3.6,6.2,,,9.8
296,BESANA,Juancho Miguel,PHI,3.8,5.9,,,9.7
221,ABIYURAFI,,INA,3.2,6.366,,,9.566
288,CURTIS,Logan,NZL,3.3,5.833,,,9.133
342,SUPRUN,Bohdan,UKR,4.3,4.8,,,9.1
269,ZULFA,Luqman Al Hafiz,MAS,3.6,5.2,,,8.8
114,SEMMANI,Youcef,ALG,4.9,3.7,,,8.6
315,NAWARATHNA,Thenuka Bandara,SRI,2.1,6.4,,,8.5
167,ZABALA,Yan,COL,4.4,4.1,,,8.5
245,NAGHOUJ,Saleem,JOR,3.9,4.566,,,8.466
112,COGAT,Adam,ALG,4.4,3.966,,,8.366
224,HATOGUAN,Joseph Judah,INA,3.5,4.5,,,8
329,ALI,Jameel,TTO,2.8,4.966,,,7.766
294,ALARCON,Daniel,PER,3.6,3.9,,,7.5
330,GANNES,de Anthony,TTO,2.4,2.033,,,4.433
278,KOOPER,Immanuel,NAM,1,4.733,-6,,0
